"stratum","id","radius","N.tls","N.sh","num.points","num.points.est","num.points.hom","num.points.hom.est","G.tls","G.sh","V.tls","V.sh","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99"
"1",1,30,106.103295394597,109.538602236583,4042,3162.06099768148,1926.5,1015.6375197736,2.12337510731529,2.19212363211027,2.8037388072998,2.89451547047543,14.6824233521275,15.962612971498,13.4952897233436,12.4349205949863,4.10127966666667,4.17002567604525,4.01755619761886,3.90983527588787,15.2469662192042,16.4211536781963,14.1829737443813,13.2477295795021,4.01239397046322,4.07124599099831,3.93748117239037,3.83774641161734,0.179,0.429,0.609,0.979,1.158,1.365,1.825,2.241,2.572,2.997,3.196,3.436,4.006,4.426,4.977
